Paper_ID;Domain;Phylum;Class;Order;Family;Genus ;Species;Baseline;Baseline_type;N;Methodology;Ramping (min);Ramping_rate;Ramping_unit;Acclimatation;Treatment;Treatment_revised;Response_type_I;Response_type_revised;Response_type_II;Response;Response_revised;Value;Delta_Value;Ecologial_Classification;Ecological_Classification_revised;Notes;Compiler;Morphological_Adaptation;Body_size;Range_size;IUCN_risk
CC_0330;Aquatic;Bacteria;NA;NA;NA;NA;High Nucleic acid content (HNA) bacteria;60;Cell count at lower tested temperature;1;Static;NA;NA;NA;NA;pH;pH;Lethal;Lethal;Cell damage;Cell count (total cells);Cell count (total cells);40;20;Unknown;;"N = one water sample in one site if I understood well; ph baseline=7.4, ph at value=11";Susana Pallarés;;;;
Alert_00003;Terrestrial;Chordata;Mammalia;Chiroptera;Miniopteridae;Miniopterus;natalensis;25,6;Habitat temperature;10;Dynamic;20;4;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Tolerance limits;Subcutaneous temperature max;Subcutaneous temperature max;42,7;17,1;Troglophile/Stygophile;;After 40°C, ramping becomes 2°C;Stefano Mammola;Low;;;
Alert_00003;Terrestrial;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;capensis;26,6;Habitat temperature;10;Dynamic;20;4;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Tolerance limits;Subcutaneous temperature max;Subcutaneous temperature max;42;15,4;Troglophile/Stygophile;;After 40°C, ramping becomes 2°C;Stefano Mammola;Low;;;
Alert_00003;Terrestrial;Chordata;Mammalia;Chiroptera;Miniopteridae;Miniopterus;natalensis;0,21;Resting metabolic rate;10;Dynamic;20;4;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Max metabolic heat production;Max metabolic heat production;0,25;0,04;Troglophile/Stygophile;;Used minimum resting metabolic rate as baseline;Stefano Mammola;Low;;;
Alert_00003;Terrestrial;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;capensis;0,08;Resting metabolic rate;10;Dynamic;20;4;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Max metabolic heat production;Max metabolic heat production;0,22;0,14;Troglophile/Stygophile;;Used minimum resting metabolic rate as baseline;Stefano Mammola;Low;;;
Alert_00003;Terrestrial;Chordata;Mammalia;Chiroptera;Miniopteridae;Miniopterus;natalensis;0,1;Resting evaporative water loss;10;Dynamic;20;4;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Max evaporative water loss;Max evaporative water loss;0,25;0,15;Troglophile/Stygophile;;Used minimum evaporative water loss as baseline;Stefano Mammola;Low;;;
Alert_00003;Terrestrial;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;capensis;0,06;Resting evaporative water loss;10;Dynamic;20;4;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Max evaporative water loss;Max evaporative water loss;0,29;0,23;Troglophile/Stygophile;;Used minimum evaporative water loss as baseline;Stefano Mammola;Low;;;
CC_0275;Terrestrial;Chordata;Mammalia;Chiroptera;Emballonuridae;Rhynchonycteris ;naso;0;Relocation behaviour at lowest tested temperature;64;NA;NA;NA;NA;NA;Mean middday temperature;Temperature;Behaviour;Stress response;Behaviour;Proportion of bats that relocate to alternative sites within roosts;Proportion of bats that relocate to alternative sites within roosts;1;1;Troglophile/Stygophile;;Temperature at baseline: 24, temperature at maximum probability: 34;Susana Pallarés;;;;
CC_0275;Terrestrial;Chordata;Mammalia;Chiroptera;Emballonuridae;Rhynchonycteris ;naso;0;Relocation behaviour at lowest tested temperature;45;NA;NA;NA;NA;NA;Max middday temperature;Temperature;Behaviour;Stress response;Behaviour;Proportion of bats that relocate to alternative sites within roosts;Proportion of bats that relocate to alternative sites within roosts;1;1;Troglophile/Stygophile;;Temperature at baseline: 24, temperature at maximum probability: 36;Susana Pallarés;;;;
CC_0275_R6;Terrestrial;Chordata;Mammalia;Chiroptera;Mormoopidae;Pteronotus;quadridens;4,46;Metabolic rate at lowest tested temperature;5;Static;NA;NA;NA;NA;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Mass-specific basal metabolic rate;Mass-specific basal metabolic rate;1,5;2,96;Troglophile/Stygophile;;"Approximate values estimated from Fig.2; n= number of datapoints for each treatment (aprox.); temperature at baseline: 17, temperature at value: 30";Susana Pallarés;;;;
CC_0275_R6;Terrestrial;Chordata;Mammalia;Chiroptera;Mormoopidae;Mormoops;blainvillii;4,35;Metabolic rate at lowest tested temperature;5;Static;NA;NA;NA;NA;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Mass-specific basal metabolic rate;Mass-specific basal metabolic rate;1,6;2,75;Troglophile/Stygophile;;"Approximate values estimated from Fig.3; n= number of datapoints for each treatment (aprox.); temperature at baseline: 16, temperature at value: 28";Susana Pallarés;;;;
CC_0275_R6;Terrestrial;Chordata;Mammalia;Chiroptera;Phyllostomidae;Monophyllus;redmani;6,05;Metabolic rate at lowest tested temperature;5;Static;NA;NA;NA;NA;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Mass-specific basal metabolic rate;Mass-specific basal metabolic rate;3,72;2,33;Troglophile/Stygophile;;"Approximate values estimated from Fig. 4; n= number of datapoints for each treatment (aprox.); temperature at baseline: 16, temperature at value: 27";Susana Pallarés;;;;
CC_0275_R6;Terrestrial;Chordata;Mammalia;Chiroptera;Phyllostomidae;Erophylla;bombifrons;3,6;Metabolic rate at lowest tested temperature;6;Static;NA;NA;NA;NA;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Mass-specific basal metabolic rate;Mass-specific basal metabolic rate;3;0,6;Troglophile/Stygophile;;"Approximate values estimated from Fig.5; n= number of datapoints for each treatment (aprox.); temperature at baseline: 16, temperature at value: 27";Susana Pallarés;;;;
CC_0275_R3;Terrestrial;Chordata;Mammalia;Chiroptera;Emballonuridae;Saccopteryx ;bilineata;5;Metabolic rate at lowest tested temperature;3;Static;NA;NA;NA;NA;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Mass-specific basal metabolic rate;Mass-specific basal metabolic rate;1,8;3,2;Troglophile/Stygophile;;"Approximate values estimated from Fig. 1; n=number of datapoints for each treatment in Fig. 1; temp at baseline = 20, temp at value = 30";Susana Pallarés;;;;
CC_0275_R4;Terrestrial;Chordata;Mammalia;Chiroptera;Emballonuridae;Peropteryx ;macrotis;6,25;Metabolic rate at lowest tested temperature;4;Static;NA;NA;NA;NA;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Mass-specific basal metabolic rate;Mass-specific basal metabolic rate;2,75;3,5;Troglophile/Stygophile;;"Approximate values estimated from Fig.1; n=number of datapoints for each treatment in Fig.1; temp at baseline = 14 (aprox.), temp at value = 30 (aprox.); species found in caves but close to the entrance";Susana Pallarés;;;;
CC_0275_R4;Terrestrial;Chordata;Mammalia;Chiroptera;Natalidae;Natalus ;tumidirostris;13;Metabolic rate at lowest tested temperature;3;Static;NA;NA;NA;NA;Temperature;Temperature;Sublethal;Sublethal;Metabolism;Mass-specific basal metabolic rate;Mass-specific basal metabolic rate;1,8;11,2;Troglophile/Stygophile;;"Approximate values estimated from Fig.2; n=number of datapoints for each treatment in Fig.2; temp at baseline = 10 (aprox.); temp at value = 26 (aprox)";Susana Pallarés;;;;
